id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location
14004938,JJ460459,2025-10-21T00:00:00.000,075XX S COTTAGE GROVE AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,False,True,0624,006,6,69,06,1182866,1855292,2025,2025-10-28T15:42:01.000,41.758125035,-87.605376887,"{'latitude': '41.758125035', 'longitude': '-87.605376887', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14007803,JJ460278,2025-10-21T00:00:00.000,079XX S COTTAGE GROVE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,0624,006,6,44,14,1182930,1852635,2025,2025-10-28T15:42:01.000,41.750832464,-87.605224746,"{'latitude': '41.750832464', 'longitude': '-87.605224746', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14008623,JJ464685,2025-10-21T00:00:00.000,086XX S TRIPP AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,0834,008,18,70,14,1149591,1846981,2025,2025-10-28T15:42:01.000,41.736026143,-87.727541798,"{'latitude': '41.736026143', 'longitude': '-87.727541798', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14005077,JJ460437,2025-10-21T00:01:00.000,056XX S MARYLAND AVE,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,HOSPITAL BUILDING / GROUNDS,False,False,0235,002,5,41,02,1182875,1867708,2025,2025-10-29T15:44:51.000,41.792195498,-87.604958508,"{'latitude': '41.792195498', 'longitude': '-87.604958508', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004563,JJ459724,2025-10-21T00:01:00.000,105XX S EDBROOKE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,0512,005,9,49,14,1179133,1835028,2025,2025-10-29T15:44:51.000,41.702603972,-87.619673591,"{'latitude': '41.702603972', 'longitude': '-87.619673591', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004213,JJ459420,2025-10-21T00:10:00.000,047XX W DIVISION ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,COMMERCIAL / BUSINESS OFFICE,False,True,1111,011,37,25,26,1144552,1907568,2025,2025-10-29T15:44:51.000,41.902381817,-87.74448201,"{'latitude': '41.902381817', 'longitude': '-87.74448201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004149,JJ459414,2025-10-21T00:15:00.000,010XX W BELMONT AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1924,019,44,6,06,1168964,1921423,2025,2025-10-29T15:44:51.000,41.939905846,-87.654410045,"{'latitude': '41.939905846', 'longitude': '-87.654410045', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004188,JJ459445,2025-10-21T00:19:00.000,007XX N WALLER AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),ALLEY,True,False,1511,015,29,25,18,1138189,1904554,2025,2025-10-29T15:44:51.000,41.894228504,-87.767927613,"{'latitude': '41.894228504', 'longitude': '-87.767927613', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004158,JJ459423,2025-10-21T00:20:00.000,014XX W 94TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,False,False,2222,022,21,73,14,1168516,1842409,2025,2025-10-29T15:44:51.000,41.723093438,-87.658338398,"{'latitude': '41.723093438', 'longitude': '-87.658338398', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004181,JJ459419,2025-10-21T00:20:00.000,006XX W GRAND AVE,0460,BATTERY,SIMPLE,CTA BUS,False,False,1214,012,27,24,08B,1172093,1903715,2025,2025-10-29T15:44:51.000,41.891245642,-87.643433618,"{'latitude': '41.891245642', 'longitude': '-87.643433618', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004177,JJ459424,2025-10-21T00:22:00.000,045XX S LAVERGNE AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,0814,008,22,56,18,1143785,1874172,2025,2025-10-29T15:44:51.000,41.810753148,-87.748135411,"{'latitude': '41.810753148', 'longitude': '-87.748135411', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004180,JJ459434,2025-10-21T00:25:00.000,022XX E 70TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,0331,003,5,43,08B,1192214,1858984,2025,2025-10-29T15:44:51.000,41.768034001,-87.570998053,"{'latitude': '41.768034001', 'longitude': '-87.570998053', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004470,JJ459690,2025-10-21T00:30:00.000,017XX W NELSON ST,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,False,False,1931,019,32,6,06,1164167,1920296,2025,2025-10-29T15:44:51.000,41.936916194,-87.672072401,"{'latitude': '41.936916194', 'longitude': '-87.672072401', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004192,JJ459430,2025-10-21T00:31:00.000,034XX W MONROE ST,0560,ASSAULT,SIMPLE,APARTMENT,True,True,1123,011,28,27,08A,1153358,1899319,2025,2025-10-29T15:44:51.000,41.879575319,-87.712355232,"{'latitude': '41.879575319', 'longitude': '-87.712355232', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004220,JJ459450,2025-10-21T00:33:00.000,020XX N SEDGWICK ST,1460,WEAPONS VIOLATION,POSSESS FIREARM / AMMUNITION - NO FOID CARD,STREET,True,False,1814,018,43,7,15,1173265,1913778,2025,2025-10-29T15:44:51.000,41.918833098,-87.638830257,"{'latitude': '41.918833098', 'longitude': '-87.638830257', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004173,JJ459422,2025-10-21T00:33:00.000,008XX W WELLINGTON AVE,0462,BATTERY,"AGG. PROTECTED EMPLOYEE - HANDS, FISTS, FEET, SERIOUS INJURY",HOSPITAL BUILDING / GROUNDS,False,False,1933,019,44,6,04B,1169981,1920130,2025,2025-10-29T15:44:51.000,41.936335635,-87.650710119,"{'latitude': '41.936335635', 'longitude': '-87.650710119', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004157,JJ459439,2025-10-21T00:36:00.000,088XX S MORGAN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2222,022,21,71,14,1171188,1846312,2025,2025-10-29T15:44:51.000,41.733745915,-87.648437364,"{'latitude': '41.733745915', 'longitude': '-87.648437364', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004186,JJ459432,2025-10-21T00:38:00.000,074XX S EAST END AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0324,003,8,43,07,1188823,1856049,2025,2025-10-29T15:44:51.000,41.760061911,-87.583521212,"{'latitude': '41.760061911', 'longitude': '-87.583521212', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004204,JJ459427,2025-10-21T00:39:00.000,004XX W 74TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,0732,007,6,68,08B,1174427,1855858,2025,2025-10-29T15:44:51.000,41.759870003,-87.636287983,"{'latitude': '41.759870003', 'longitude': '-87.636287983', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004175,JJ459456,2025-10-21T00:50:00.000,109XX S HALSTED ST,0460,BATTERY,SIMPLE,NURSING / RETIREMENT HOME,False,False,2233,022,21,49,08B,1172930,1832289,2025,2025-10-29T15:44:51.000,41.69522655,-87.642467755,"{'latitude': '41.69522655', 'longitude': '-87.642467755', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004211,JJ459440,2025-10-21T00:50:00.000,023XX N CALIFORNIA AVE,0610,BURGLARY,FORCIBLE ENTRY,CONVENIENCE STORE,False,False,1414,014,1,22,05,1157311,1915583,2025,2025-10-29T15:44:51.000,41.924125733,-87.697397656,"{'latitude': '41.924125733', 'longitude': '-87.697397656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004194,JJ459438,2025-10-21T00:58:00.000,034XX N HARDING AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,1732,017,30,21,08A,1149451,1922614,2025,2025-10-29T15:44:51.000,41.943575722,-87.726095685,"{'latitude': '41.943575722', 'longitude': '-87.726095685', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14010765,JJ467387,2025-10-21T01:00:00.000,073XX N BELL AVE,1581,SEX OFFENSE,NON-CONSENSUAL DISSEMINATION OF PRIVATE SEXUAL IMAGES,RESIDENCE,False,False,2411,024,49,2,17,1160112,1948547,2025,2025-10-29T15:44:51.000,42.014523065,-87.686190734,"{'latitude': '42.014523065', 'longitude': '-87.686190734', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004472,JJ459725,2025-10-21T01:00:00.000,046XX S LAKE PARK AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,0222,002,4,39,06,1185984,1874388,2025,2025-10-29T15:44:51.000,41.810453067,-87.593347577,"{'latitude': '41.810453067', 'longitude': '-87.593347577', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14005658,JJ461091,2025-10-21T01:00:00.000,109XX S HALSTED ST,0460,BATTERY,SIMPLE,SIDEWALK,False,False,2233,022,21,49,08B,1172930,1832289,2025,2025-10-29T15:44:51.000,41.69522655,-87.642467755,"{'latitude': '41.69522655', 'longitude': '-87.642467755', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004370,JJ459728,2025-10-21T01:00:00.000,015XX N KOLIN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2534,025,36,23,14,1147100,1909689,2025,2025-10-29T15:44:51.000,41.908153686,-87.735068372,"{'latitude': '41.908153686', 'longitude': '-87.735068372', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004458,JJ459524,2025-10-21T01:00:00.000,077XX S STATE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,CAR WASH,False,False,0623,006,6,69,14,1177624,1853795,2025,2025-10-29T15:44:51.000,41.754137211,-87.624633337,"{'latitude': '41.754137211', 'longitude': '-87.624633337', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004200,JJ459448,2025-10-21T01:03:00.000,054XX S LINDER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,0814,008,23,56,14,1140620,1867998,2025,2025-10-29T15:44:51.000,41.793869226,-87.759895613,"{'latitude': '41.793869226', 'longitude': '-87.759895613', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14005875,JJ460840,2025-10-21T01:15:00.000,117XX S CAMPBELL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,True,False,2212,022,19,75,07,1161835,1826750,2025,2025-10-29T15:44:51.000,41.680263561,-87.683243351,"{'latitude': '41.680263561', 'longitude': '-87.683243351', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004207,JJ459452,2025-10-21T01:15:00.000,017XX N WASHTENAW AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,1421,014,26,24,14,1158099,1911432,2025,2025-10-29T15:44:51.000,41.912718998,-87.694615816,"{'latitude': '41.912718998', 'longitude': '-87.694615816', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004239,JJ459446,2025-10-21T01:24:00.000,050XX W MADISON ST,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,False,False,1533,015,28,25,04B,1142734,1899552,2025,2025-10-29T15:44:51.000,41.880419013,-87.7513596,"{'latitude': '41.880419013', 'longitude': '-87.7513596', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14008438,JJ460896,2025-10-21T01:30:00.000,045XX S CALUMET AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,0215,002,3,38,14,1179191,1875068,2025,2025-10-29T15:44:51.000,41.812476849,-87.6182425,"{'latitude': '41.812476849', 'longitude': '-87.6182425', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004248,JJ459459,2025-10-21T01:30:00.000,038XX S WOLCOTT AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,True,0912,009,12,59,26,1164319,1879205,2025,2025-10-29T15:44:51.000,41.824155882,-87.672676287,"{'latitude': '41.824155882', 'longitude': '-87.672676287', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004863,JJ460354,2025-10-21T01:42:00.000,008XX N CALIFORNIA AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1211,012,36,24,07,1157569,1905515,2025,2025-10-29T15:44:51.000,41.896493065,-87.696724228,"{'latitude': '41.896493065', 'longitude': '-87.696724228', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14005810,JJ461438,2025-10-21T01:55:00.000,008XX W ROSCOE ST,1570,SEX OFFENSE,PUBLIC INDECENCY,SIDEWALK,False,False,1924,019,44,6,17,1169985,1922777,2025,2025-10-29T15:44:51.000,41.943599027,-87.650617943,"{'latitude': '41.943599027', 'longitude': '-87.650617943', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004219,JJ459458,2025-10-21T01:56:00.000,035XX W ROOSEVELT RD,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,1021,010,24,29,15,1153043,1894483,2025,2025-10-29T15:44:51.000,41.866311059,-87.71364007,"{'latitude': '41.866311059', 'longitude': '-87.71364007', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004231,JJ459455,2025-10-21T01:59:00.000,090XX S HARVARD AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,True,0634,006,9,49,08A,1175703,1844729,2025,2025-10-29T15:44:51.000,41.729302173,-87.631943925,"{'latitude': '41.729302173', 'longitude': '-87.631943925', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004830,JJ459972,2025-10-21T02:00:00.000,071XX S EAST END AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE - PORCH / HALLWAY,False,True,0324,003,7,43,26,1188769,1857983,2025,2025-10-29T15:44:51.000,41.765370266,-87.583657345,"{'latitude': '41.765370266', 'longitude': '-87.583657345', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004265,JJ459508,2025-10-21T02:00:00.000,058XX S GREEN ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0712,007,16,68,07,1171635,1866201,2025,2025-10-29T15:44:51.000,41.788314051,-87.646217768,"{'latitude': '41.788314051', 'longitude': '-87.646217768', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004233,JJ459481,2025-10-21T02:05:00.000,015XX S HALSTED ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1232,012,25,28,14,1171279,1892758,2025,2025-10-29T15:44:51.000,41.861196786,-87.646744921,"{'latitude': '41.861196786', 'longitude': '-87.646744921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004354,JJ459694,2025-10-21T02:15:00.000,067XX N CENTRAL AVE,501A,OTHER OFFENSE,ANIMAL ABUSE / NEGLECT,STREET,False,False,1621,016,45,12,26,1139559,1944166,2025,2025-10-29T15:44:51.000,42.00290277,-87.76192604,"{'latitude': '42.00290277', 'longitude': '-87.76192604', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004346,JJ459686,2025-10-21T02:15:00.000,075XX S PERRY AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0623,006,6,69,07,1176700,1854994,2025,2025-10-29T15:44:51.000,41.757448244,-87.627983449,"{'latitude': '41.757448244', 'longitude': '-87.627983449', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14005321,JJ460803,2025-10-21T02:30:00.000,038XX W 61ST PL,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0823,008,23,65,07,1151752,1863547,2025,2025-10-29T15:44:51.000,41.781443986,-87.719191281,"{'latitude': '41.781443986', 'longitude': '-87.719191281', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004224,JJ459464,2025-10-21T02:30:00.000,029XX E 83RD ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,0423,004,7,46,15,1197184,1850502,2025,2025-10-29T15:44:51.000,41.744636475,-87.553063074,"{'latitude': '41.744636475', 'longitude': '-87.553063074', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004255,JJ459469,2025-10-21T02:43:00.000,091XX S COMMERCIAL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,False,False,0424,004,10,46,14,1197731,1844973,2025,2025-10-29T15:44:51.000,41.729450838,-87.551242941,"{'latitude': '41.729450838', 'longitude': '-87.551242941', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004212,JJ459471,2025-10-21T02:50:00.000,099XX S NORMAL AVE,0820,THEFT,$500 AND UNDER,STREET,False,True,2232,022,9,73,06,1174722,1838817,2025,2025-10-29T15:44:51.000,41.713100708,-87.635713066,"{'latitude': '41.713100708', 'longitude': '-87.635713066', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004644,JJ459889,2025-10-21T03:00:00.000,052XX W OAKDALE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2514,025,31,19,07,1140861,1919109,2025,2025-10-29T15:44:51.000,41.9341203,-87.757755298,"{'latitude': '41.9341203', 'longitude': '-87.757755298', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004894,JJ460380,2025-10-21T03:00:00.000,043XX W 83RD ST,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,VEHICLE NON-COMMERCIAL,False,False,0834,008,18,70,07,1149071,1849170,2025,2025-10-29T15:44:51.000,41.742043183,-87.729390639,"{'latitude': '41.742043183', 'longitude': '-87.729390639', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004258,JJ459472,2025-10-21T03:00:00.000,035XX W GRENSHAW ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,True,True,1133,011,24,29,14,1152937,1894829,2025,2025-10-29T15:44:51.000,41.867262621,-87.714020045,"{'latitude': '41.867262621', 'longitude': '-87.714020045', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004238,JJ459470,2025-10-21T03:00:00.000,039XX W LAWRENCE AVE,0460,BATTERY,SIMPLE,COMMERCIAL / BUSINESS OFFICE,False,False,1712,017,33,14,08B,1149081,1931603,2025,2025-10-29T15:44:51.000,41.968249403,-87.72722196,"{'latitude': '41.968249403', 'longitude': '-87.72722196', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004499,JJ459522,2025-10-21T03:00:00.000,054XX S WOLCOTT AVE,0810,THEFT,OVER $500,STREET,False,False,0932,009,16,61,06,1164609,1868699,2025,2025-10-29T15:44:51.000,41.795320072,-87.67190901,"{'latitude': '41.795320072', 'longitude': '-87.67190901', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004318,JJ459632,2025-10-21T03:20:00.000,089XX S ADA ST,1320,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,False,False,2222,022,21,73,14,1168897,1845426,2025,2025-10-29T15:44:51.000,41.731364324,-87.656855982,"{'latitude': '41.731364324', 'longitude': '-87.656855982', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004415,JJ459601,2025-10-21T03:30:00.000,025XX W LELAND AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE - GARAGE,False,False,1911,019,47,4,05,1158736,1931131,2025,2025-10-29T15:44:51.000,41.966761293,-87.691733985,"{'latitude': '41.966761293', 'longitude': '-87.691733985', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004223,JJ459476,2025-10-21T03:30:00.000,015XX E 53RD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,False,False,0234,002,4,41,14,1187345,1870426,2025,2025-10-29T15:44:51.000,41.799548798,-87.588481602,"{'latitude': '41.799548798', 'longitude': '-87.588481602', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004560,JJ459474,2025-10-21T03:31:00.000,002XX W GARFIELD BLVD,031A,ROBBERY,ARMED - HANDGUN,CTA TRAIN,False,False,0935,009,20,37,03,1175647,1868500,2025,2025-10-29T15:44:51.000,41.794533814,-87.631438536,"{'latitude': '41.794533814', 'longitude': '-87.631438536', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14005985,JJ461103,2025-10-21T03:35:00.000,050XX S MICHIGAN AVE,0810,THEFT,OVER $500,RESIDENCE,False,False,0224,002,3,38,06,1178011,1871623,2025,2025-10-29T15:44:51.000,41.803050325,-87.622675191,"{'latitude': '41.803050325', 'longitude': '-87.622675191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004436,JJ459785,2025-10-21T03:41:00.000,005XX E PERSHING RD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,0212,002,4,35,07,1180351,1879231,2025,2025-10-29T15:44:51.000,41.823873882,-87.613859805,"{'latitude': '41.823873882', 'longitude': '-87.613859805', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004234,JJ459478,2025-10-21T03:45:00.000,0000X W HUBBARD ST,0460,BATTERY,SIMPLE,BAR OR TAVERN,False,False,1831,018,42,8,08B,1176165,1903315,2025,2025-10-29T15:44:51.000,41.890057206,-87.628491342,"{'latitude': '41.890057206', 'longitude': '-87.628491342', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
